Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:21:12 UTC 2025 | CPU : 0.0% | MEM : 6.80165% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:13 UTC 2025 | CPU : 0.6% | MEM : 6.82095% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:21:15 UTC 2025 | CPU : 0.0% | MEM : 6.78502% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:21:17 UTC 2025 | CPU : 0.0% | MEM : 6.78809% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:21:18 UTC 2025 | CPU : 0.0% | MEM : 6.7914% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:21:20 UTC 2025 | CPU : 0.0% | MEM : 6.7916% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:21:22 UTC 2025 | CPU : 0.0% | MEM : 6.81708% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:21:24 UTC 2025 | CPU : 0.0% | MEM : 6.82547% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:21:26 UTC 2025 | CPU : 0.0% | MEM : 6.80311% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:21:28 UTC 2025 | CPU : 0.0% | MEM : 6.82054% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:21:29 UTC 2025 | CPU : 0.0% | MEM : 6.82145% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:31 UTC 2025 | CPU : 0.6% | MEM : 6.80326% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:33 UTC 2025 | CPU : 0.0% | MEM : 6.80803% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:21:34 UTC 2025 | CPU : 0.0% | MEM : 6.82743% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:21:36 UTC 2025 | CPU : 0.0% | MEM : 6.82507% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:21:38 UTC 2025 | CPU : 0.0% | MEM : 6.8316% | DISK : 1% | LATENCY : 18.3 msms
Fri Dec  5 18:21:40 UTC 2025 | CPU : 0.0% | MEM : 6.8122% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:21:41 UTC 2025 | CPU : 0.0% | MEM : 6.8219% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:21:43 UTC 2025 | CPU : 0.0% | MEM : 6.82678% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:45 UTC 2025 | CPU : 0.0% | MEM : 6.81637% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:21:47 UTC 2025 | CPU : 0.0% | MEM : 6.82356% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:21:49 UTC 2025 | CPU : 0.0% | MEM : 6.82105% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:21:50 UTC 2025 | CPU : 0.0% | MEM : 6.80261% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:21:52 UTC 2025 | CPU : 0.0% | MEM : 6.81115% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:54 UTC 2025 | CPU : 0.0% | MEM : 6.81728% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:21:56 UTC 2025 | CPU : 0.0% | MEM : 6.81773% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:21:57 UTC 2025 | CPU : 0.0% | MEM : 6.82401% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:21:59 UTC 2025 | CPU : 0.0% | MEM : 6.8929% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:01 UTC 2025 | CPU : 0.0% | MEM : 6.89998% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:03 UTC 2025 | CPU : 0.0% | MEM : 6.88476% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:05 UTC 2025 | CPU : 0.0% | MEM : 6.89124% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:22:06 UTC 2025 | CPU : 0.0% | MEM : 6.88561% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:22:08 UTC 2025 | CPU : 0.0% | MEM : 6.87034% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:10 UTC 2025 | CPU : 0.0% | MEM : 6.88692% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:11 UTC 2025 | CPU : 0.0% | MEM : 6.85285% | DISK : 1% | LATENCY : 21.4 msms
Fri Dec  5 18:22:13 UTC 2025 | CPU : 0.6% | MEM : 6.8724% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:22:15 UTC 2025 | CPU : 0.0% | MEM : 6.86597% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:22:17 UTC 2025 | CPU : 0.0% | MEM : 6.86612% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:22:18 UTC 2025 | CPU : 0.0% | MEM : 6.86466% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:21 UTC 2025 | CPU : 0.0% | MEM : 6.86948% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:22:22 UTC 2025 | CPU : 0.6% | MEM : 6.86627% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:24 UTC 2025 | CPU : 0.0% | MEM : 6.86481% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:26 UTC 2025 | CPU : 0.0% | MEM : 6.88637% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:27 UTC 2025 | CPU : 0.0% | MEM : 6.90596% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:22:29 UTC 2025 | CPU : 0.0% | MEM : 6.89581% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:31 UTC 2025 | CPU : 0.0% | MEM : 6.89215% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:22:33 UTC 2025 | CPU : 0.0% | MEM : 6.91968% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:34 UTC 2025 | CPU : 0.0% | MEM : 6.89416% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:22:36 UTC 2025 | CPU : 0.0% | MEM : 6.89345% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:22:38 UTC 2025 | CPU : 0.0% | MEM : 6.89265% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:22:40 UTC 2025 | CPU : 0.0% | MEM : 6.92486% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:22:42 UTC 2025 | CPU : 0.0% | MEM : 6.90998% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:43 UTC 2025 | CPU : 0.0% | MEM : 6.89958% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:22:45 UTC 2025 | CPU : 0.0% | MEM : 6.88833% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:22:47 UTC 2025 | CPU : 0.0% | MEM : 6.88722% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:22:48 UTC 2025 | CPU : 0.0% | MEM : 6.89054% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:22:50 UTC 2025 | CPU : 0.0% | MEM : 6.89019% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:22:52 UTC 2025 | CPU : 0.0% | MEM : 6.89973% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:22:54 UTC 2025 | CPU : 0.0% | MEM : 6.87863% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:22:56 UTC 2025 | CPU : 0.0% | MEM : 6.89119% | DISK : 1% | LATENCY : 19.1 msms
Fri Dec  5 18:22:58 UTC 2025 | CPU : 0.0% | MEM : 6.89802% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:22:59 UTC 2025 | CPU : 0.6% | MEM : 6.90576% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:01 UTC 2025 | CPU : 0.0% | MEM : 6.90385% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:03 UTC 2025 | CPU : 0.0% | MEM : 6.89732% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:23:04 UTC 2025 | CPU : 0.6% | MEM : 6.9135% | DISK : 1% | LATENCY : 19.4 msms
Fri Dec  5 18:23:06 UTC 2025 | CPU : 0.0% | MEM : 6.90642% | DISK : 1% | LATENCY : 19.6 msms
Fri Dec  5 18:23:08 UTC 2025 | CPU : 0.0% | MEM : 6.88988% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:23:10 UTC 2025 | CPU : 0.0% | MEM : 6.85014% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:11 UTC 2025 | CPU : 0.0% | MEM : 6.85547% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:13 UTC 2025 | CPU : 0.0% | MEM : 6.87838% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:15 UTC 2025 | CPU : 0.0% | MEM : 6.88436% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:17 UTC 2025 | CPU : 0.0% | MEM : 6.88913% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:23:19 UTC 2025 | CPU : 0.0% | MEM : 6.86808% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:23:20 UTC 2025 | CPU : 0.0% | MEM : 6.88592% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:23:22 UTC 2025 | CPU : 0.0% | MEM : 6.89908% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:23:24 UTC 2025 | CPU : 0.0% | MEM : 6.88702% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:25 UTC 2025 | CPU : 0.0% | MEM : 6.90541% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:23:27 UTC 2025 | CPU : 0.0% | MEM : 6.90019% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:29 UTC 2025 | CPU : 0.0% | MEM : 6.87742% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 18:23:31 UTC 2025 | CPU : 0.0% | MEM : 6.89998% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:23:33 UTC 2025 | CPU : 0.0% | MEM : 6.87185% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:35 UTC 2025 | CPU : 0.0% | MEM : 6.87386% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:36 UTC 2025 | CPU : 0.0% | MEM : 6.86285% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:23:38 UTC 2025 | CPU : 0.6% | MEM : 6.86481% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:23:40 UTC 2025 | CPU : 0.0% | MEM : 6.85532% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:23:41 UTC 2025 | CPU : 0.0% | MEM : 6.87064% | DISK : 1% | LATENCY : 20.6 msms
Fri Dec  5 18:23:43 UTC 2025 | CPU : 0.0% | MEM : 6.8725% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:23:45 UTC 2025 | CPU : 0.0% | MEM : 6.87858% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:23:47 UTC 2025 | CPU : 0.0% | MEM : 6.88421% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:23:49 UTC 2025 | CPU : 0.0% | MEM : 6.89752% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:23:51 UTC 2025 | CPU : 0.0% | MEM : 6.90069% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:23:52 UTC 2025 | CPU : 0.0% | MEM : 6.89315% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:23:54 UTC 2025 | CPU : 0.6% | MEM : 6.86999% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:56 UTC 2025 | CPU : 0.0% | MEM : 6.86557% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:23:57 UTC 2025 | CPU : 0.0% | MEM : 6.87486% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:23:59 UTC 2025 | CPU : 0.0% | MEM : 6.90069% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:24:01 UTC 2025 | CPU : 0.0% | MEM : 6.89084% | DISK : 1% | LATENCY : 19.0 msms
Fri Dec  5 18:24:02 UTC 2025 | CPU : 0.0% | MEM : 6.8735% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:24:04 UTC 2025 | CPU : 0.0% | MEM : 6.87521% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:06 UTC 2025 | CPU : 0.0% | MEM : 6.88039% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:24:08 UTC 2025 | CPU : 0.0% | MEM : 6.88898% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:24:10 UTC 2025 | CPU : 0.0% | MEM : 6.8927% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:24:12 UTC 2025 | CPU : 0.0% | MEM : 6.88476% | DISK : 1% | LATENCY : 18.8 msms
Fri Dec  5 18:24:13 UTC 2025 | CPU : 0.6% | MEM : 6.87215% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:24:15 UTC 2025 | CPU : 0.6% | MEM : 6.88818% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:24:17 UTC 2025 | CPU : 0.0% | MEM : 6.88441% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:24:18 UTC 2025 | CPU : 0.0% | MEM : 6.89099% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:24:20 UTC 2025 | CPU : 0.0% | MEM : 6.8723% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:24:22 UTC 2025 | CPU : 0.6% | MEM : 6.87592% | DISK : 1% | LATENCY : 19.0 msms
Fri Dec  5 18:24:24 UTC 2025 | CPU : 0.0% | MEM : 6.87546% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:26 UTC 2025 | CPU : 0.0% | MEM : 6.87803% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:28 UTC 2025 | CPU : 0.0% | MEM : 6.86798% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:29 UTC 2025 | CPU : 0.0% | MEM : 6.88506% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:24:31 UTC 2025 | CPU : 0.0% | MEM : 6.87401% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:24:33 UTC 2025 | CPU : 0.0% | MEM : 6.87833% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:24:34 UTC 2025 | CPU : 0.0% | MEM : 6.86426% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:24:36 UTC 2025 | CPU : 0.0% | MEM : 6.88195% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:38 UTC 2025 | CPU : 0.0% | MEM : 6.87617% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:24:40 UTC 2025 | CPU : 0.0% | MEM : 6.86501% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:24:41 UTC 2025 | CPU : 0.0% | MEM : 6.8832% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:24:43 UTC 2025 | CPU : 0.0% | MEM : 6.90114% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:24:45 UTC 2025 | CPU : 0.0% | MEM : 6.89134% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:24:47 UTC 2025 | CPU : 0.0% | MEM : 6.88375% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:24:49 UTC 2025 | CPU : 0.0% | MEM : 6.86451% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:24:50 UTC 2025 | CPU : 0.0% | MEM : 6.86818% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:24:52 UTC 2025 | CPU : 0.0% | MEM : 6.87712% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:24:54 UTC 2025 | CPU : 0.0% | MEM : 6.88782% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:24:55 UTC 2025 | CPU : 0.6% | MEM : 6.8833% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:24:57 UTC 2025 | CPU : 0.0% | MEM : 6.86401% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:24:59 UTC 2025 | CPU : 0.0% | MEM : 6.88084% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 18:25:01 UTC 2025 | CPU : 0.0% | MEM : 6.88099% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:25:03 UTC 2025 | CPU : 0.0% | MEM : 6.88275% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:25:05 UTC 2025 | CPU : 0.0% | MEM : 6.86742% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:25:06 UTC 2025 | CPU : 0.0% | MEM : 6.89335% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:25:08 UTC 2025 | CPU : 0.0% | MEM : 6.89486% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:25:10 UTC 2025 | CPU : 0.0% | MEM : 6.90858% | DISK : 1% | LATENCY : 19.5 msms
Fri Dec  5 18:25:11 UTC 2025 | CPU : 0.0% | MEM : 6.91451% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:25:13 UTC 2025 | CPU : 0.0% | MEM : 6.89963% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:25:15 UTC 2025 | CPU : 0.0% | MEM : 6.91099% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:25:17 UTC 2025 | CPU : 0.0% | MEM : 6.90225% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:25:19 UTC 2025 | CPU : 0.0% | MEM : 6.89717% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:25:21 UTC 2025 | CPU : 0.0% | MEM : 6.90129% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:25:22 UTC 2025 | CPU : 0.0% | MEM : 6.90089% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:25:24 UTC 2025 | CPU : 0.0% | MEM : 6.90888% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:25:26 UTC 2025 | CPU : 0.0% | MEM : 6.91315% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:25:27 UTC 2025 | CPU : 0.0% | MEM : 6.92762% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:25:29 UTC 2025 | CPU : 0.0% | MEM : 6.91023% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:25:31 UTC 2025 | CPU : 0.0% | MEM : 6.92043% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:25:32 UTC 2025 | CPU : 0.0% | MEM : 6.89385% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:25:34 UTC 2025 | CPU : 0.0% | MEM : 6.87325% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:25:36 UTC 2025 | CPU : 0.0% | MEM : 6.88883% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:25:38 UTC 2025 | CPU : 0.0% | MEM : 6.88993% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:25:40 UTC 2025 | CPU : 0.0% | MEM : 6.88004% | DISK : 1% | LATENCY : 18.6 msms
Fri Dec  5 18:25:42 UTC 2025 | CPU : 0.0% | MEM : 6.89933% | DISK : 1% | LATENCY : 49.5 msms
Fri Dec  5 18:25:43 UTC 2025 | CPU : 0.0% | MEM : 6.89586% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:25:45 UTC 2025 | CPU : 0.0% | MEM : 6.89179% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:25:47 UTC 2025 | CPU : 0.0% | MEM : 6.88265% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 18:25:48 UTC 2025 | CPU : 0.0% | MEM : 6.86205% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:25:50 UTC 2025 | CPU : 0.0% | MEM : 6.89416% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:25:52 UTC 2025 | CPU : 0.0% | MEM : 6.89797% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:25:54 UTC 2025 | CPU : 0.0% | MEM : 6.87401% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:25:56 UTC 2025 | CPU : 0.6% | MEM : 6.88074% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:25:58 UTC 2025 | CPU : 0.0% | MEM : 6.88426% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:25:59 UTC 2025 | CPU : 0.0% | MEM : 6.87139% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:26:01 UTC 2025 | CPU : 0.0% | MEM : 6.87401% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:26:03 UTC 2025 | CPU : 0.0% | MEM : 6.8935% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:26:04 UTC 2025 | CPU : 0.0% | MEM : 6.86752% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:26:06 UTC 2025 | CPU : 0.0% | MEM : 6.87436% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:26:08 UTC 2025 | CPU : 0.0% | MEM : 6.88325% | DISK : 1% | LATENCY : 19.1 msms
Fri Dec  5 18:26:09 UTC 2025 | CPU : 0.0% | MEM : 6.89335% | DISK : 1% | LATENCY : 18.4 msms
Fri Dec  5 18:26:11 UTC 2025 | CPU : 0.0% | MEM : 6.88174% | DISK : 1% | LATENCY : 21.0 msms
Fri Dec  5 18:26:13 UTC 2025 | CPU : 0.0% | MEM : 6.8726% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:26:15 UTC 2025 | CPU : 0.0% | MEM : 6.88556% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:26:17 UTC 2025 | CPU : 0.0% | MEM : 6.87019% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:26:19 UTC 2025 | CPU : 0.0% | MEM : 6.86335% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:26:20 UTC 2025 | CPU : 0.0% | MEM : 6.86592% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:26:22 UTC 2025 | CPU : 0.0% | MEM : 6.88667% | DISK : 1% | LATENCY : 18.5 msms
Fri Dec  5 18:26:24 UTC 2025 | CPU : 0.0% | MEM : 6.88692% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:26:25 UTC 2025 | CPU : 0.0% | MEM : 6.90024% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:26:27 UTC 2025 | CPU : 0.0% | MEM : 6.89215% | DISK : 1% | LATENCY : 25.5 msms
Fri Dec  5 18:26:29 UTC 2025 | CPU : 0.0% | MEM : 6.89315% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:26:31 UTC 2025 | CPU : 0.0% | MEM : 6.86707% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:26:33 UTC 2025 | CPU : 0.0% | MEM : 6.89084% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:26:35 UTC 2025 | CPU : 0.0% | MEM : 6.8924% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:26:36 UTC 2025 | CPU : 0.0% | MEM : 6.88235% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:26:38 UTC 2025 | CPU : 0.0% | MEM : 6.88833% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:26:40 UTC 2025 | CPU : 0.0% | MEM : 6.89496% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:26:41 UTC 2025 | CPU : 0.0% | MEM : 6.88134% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:26:43 UTC 2025 | CPU : 0.0% | MEM : 6.88456% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:26:45 UTC 2025 | CPU : 0.0% | MEM : 6.86562% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:26:46 UTC 2025 | CPU : 0.0% | MEM : 6.87335% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:26:48 UTC 2025 | CPU : 0.0% | MEM : 6.90601% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:26:51 UTC 2025 | CPU : 0.0% | MEM : 6.90184% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 18:26:52 UTC 2025 | CPU : 0.0% | MEM : 6.88933% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:26:54 UTC 2025 | CPU : 0.0% | MEM : 6.88215% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:26:56 UTC 2025 | CPU : 0.0% | MEM : 6.8935% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:26:57 UTC 2025 | CPU : 0.0% | MEM : 6.90772% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 18:26:59 UTC 2025 | CPU : 0.0% | MEM : 6.88551% | DISK : 1% | LATENCY : 19.6 msms
Fri Dec  5 18:27:01 UTC 2025 | CPU : 0.6% | MEM : 6.89627% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:27:02 UTC 2025 | CPU : 0.0% | MEM : 6.89154% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:27:04 UTC 2025 | CPU : 0.6% | MEM : 6.9029% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:27:06 UTC 2025 | CPU : 0.0% | MEM : 6.89139% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:27:08 UTC 2025 | CPU : 0.0% | MEM : 6.88953% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:27:10 UTC 2025 | CPU : 0.0% | MEM : 6.88134% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:27:12 UTC 2025 | CPU : 0.6% | MEM : 6.89486% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:27:13 UTC 2025 | CPU : 0.0% | MEM : 6.89606% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:27:15 UTC 2025 | CPU : 0.0% | MEM : 6.89039% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:27:17 UTC 2025 | CPU : 0.0% | MEM : 6.88893% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:27:18 UTC 2025 | CPU : 0.0% | MEM : 6.90526% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:27:20 UTC 2025 | CPU : 0.0% | MEM : 6.90295% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:27:22 UTC 2025 | CPU : 0.0% | MEM : 6.89642% | DISK : 1% | LATENCY : 17.3 msms
